scenario,x_value,seed,method,metric,value,users,rbs,samples_per_user,round,objective,selected_mass,mean_packet_error,matching_work_units,fractional_mass_ratio,runtime_seconds
matching_users,5,1,Paper-Hungarian,matching_iterations,70.6665355000,5,12,0,0,6.0720890584,5.0000000000,0.0149613381,360.0000000000,0.0000000000,0.0000284999
matching_users,5,1,Paper-OptUser-RandomRB,matching_iterations,49.3304863701,5,12,0,0,84.7588003231,3.0000000000,0.0542242032,60.0000000000,0.0000000000,0.0000580000
matching_users,5,1,Paper-RandomUserRB,matching_iterations,49.3304863701,5,12,0,0,24.0078580805,5.0000000000,0.0806356549,60.0000000000,0.0000000000,0.0000363998
matching_users,5,1,Paper-Wireless-PER,matching_iterations,70.6665355000,5,12,0,0,7.2183000146,5.0000000000,0.0141430638,360.0000000000,0.0000000000,0.0000159999
matching_users,5,1,LP-Relax+Projection,matching_iterations,70.6665355000,5,12,0,0,6.0720890584,5.0000000000,0.0149613381,360.0000000000,0.0000000000,0.0025156999
matching_users,5,1,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,107.2551546737,5,12,0,0,6.0720890584,5.0000000000,0.0149613381,7614.4134357365,0.0000000000,0.0017128999
matching_users,5,1,Continuous-LP(HiGHS),matching_iterations,98.4658993574,5,12,0,0,6.0720890584,5.0000000000,0.0149613381,3660.0000000000,0.0000000000,0.0026785000
matching_users,5,1,Soft-Entropy-KKT(tau=1),matching_iterations,150.8927162098,5,12,0,0,8.8506075415,5.0000000000,0.0236367983,289060.0000000000,0.9999998911,0.0003936000
matching_users,5,2,Paper-Hungarian,matching_iterations,70.6665355000,5,12,0,0,15.0201490829,5.0000000000,0.0310013665,360.0000000000,0.0000000000,0.0000386001
matching_users,5,2,Paper-OptUser-RandomRB,matching_iterations,49.3304863701,5,12,0,0,156.9133994680,4.0000000000,0.1069384611,60.0000000000,0.0000000000,0.0000657002
matching_users,5,2,Paper-RandomUserRB,matching_iterations,49.3304863701,5,12,0,0,32.1904290413,5.0000000000,0.0568891217,60.0000000000,0.0000000000,0.0000377998
matching_users,5,2,Paper-Wireless-PER,matching_iterations,70.6665355000,5,12,0,0,15.0201490829,5.0000000000,0.0310013665,360.0000000000,0.0000000000,0.0000150001
matching_users,5,2,LP-Relax+Projection,matching_iterations,70.6665355000,5,12,0,0,15.0201490829,5.0000000000,0.0310013665,360.0000000000,0.0000000000,0.0028646002
matching_users,5,2,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,107.2551546737,5,12,0,0,15.0201490829,5.0000000000,0.0310013665,7614.4134357365,0.0000000000,0.0015642000
matching_users,5,2,Continuous-LP(HiGHS),matching_iterations,98.4658993574,5,12,0,0,15.0201490829,5.0000000000,0.0310013665,3660.0000000000,0.0000000000,0.0024043000
matching_users,5,2,Soft-Entropy-KKT(tau=1),matching_iterations,150.8927162098,5,12,0,0,18.0038986698,5.0000000000,0.0363956362,289060.0000000000,0.9999995795,0.0005790999
matching_users,10,0,Paper-Hungarian,matching_iterations,86.2337316543,10,12,0,0,42.2393816336,10.0000000000,0.0278582084,1320.0000000000,0.0000000000,0.0000411998
matching_users,10,0,Paper-OptUser-RandomRB,matching_iterations,57.5494865472,10,12,0,0,633.9440940426,7.0000000000,0.1077965916,120.0000000000,0.0000000000,0.0000526002
matching_users,10,0,Paper-RandomUserRB,matching_iterations,57.5494865472,10,12,0,0,321.9634819874,10.0000000000,0.1815003819,120.0000000000,0.0000000000,0.0000272000
matching_users,10,0,Paper-Wireless-PER,matching_iterations,86.2337316543,10,12,0,0,42.4329227434,10.0000000000,0.0273890933,1320.0000000000,0.0000000000,0.0000171000
matching_users,10,0,LP-Relax+Projection,matching_iterations,86.2337316543,10,12,0,0,42.2393816336,10.0000000000,0.0278582084,1320.0000000000,0.0000000000,0.0032928002
matching_users,10,0,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,115.6663136906,10,12,0,0,42.2393816336,10.0000000000,0.0278582084,15348.8268714730,0.0000000000,0.0017318998
matching_users,10,0,Continuous-LP(HiGHS),matching_iterations,115.0002138784,10,12,0,0,42.2393816336,10.0000000000,0.0278582084,14520.0000000000,0.0000000000,0.0020244000
matching_users,10,0,Soft-Entropy-KKT(tau=1),matching_iterations,157.0810818534,10,12,0,0,46.6317775451,9.9999999997,0.0315379640,484120.0000000000,0.9999998921,0.0024888001
matching_users,10,1,Paper-Hungarian,matching_iterations,86.2337316543,10,12,0,0,11.8432055656,10.0000000000,0.0151850194,1320.0000000000,0.0000000000,0.0000407000
matching_users,10,1,Paper-OptUser-RandomRB,matching_iterations,57.5494865472,10,12,0,0,592.4057115976,7.0000000000,0.1624207230,120.0000000000,0.0000000000,0.0000755000
matching_users,10,1,Paper-RandomUserRB,matching_iterations,57.5494865472,10,12,0,0,41.8588832122,10.0000000000,0.0473072572,120.0000000000,0.0000000000,0.0000409998
matching_users,10,1,Paper-Wireless-PER,matching_iterations,86.2337316543,10,12,0,0,12.5254309841,10.0000000000,0.0131470320,1320.0000000000,0.0000000000,0.0000197999
matching_users,10,1,LP-Relax+Projection,matching_iterations,86.2337316543,10,12,0,0,11.8432055656,10.0000000000,0.0151850194,1320.0000000000,0.0000000000,0.0027279002
matching_users,10,1,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,115.6663136906,10,12,0,0,12.7695285940,10.0000000000,0.0179836216,15348.8268714730,0.0000000000,0.0011569001
matching_users,10,1,Continuous-LP(HiGHS),matching_iterations,115.0002138784,10,12,0,0,11.8432055656,10.0000000000,0.0151850194,14520.0000000000,0.0000000000,0.0024913000
matching_users,10,1,Soft-Entropy-KKT(tau=1),matching_iterations,157.0810818534,10,12,0,0,17.4985599197,9.9999999993,0.0208041224,484120.0000000000,0.9999999411,0.0007356999
matching_users,10,2,Paper-Hungarian,matching_iterations,86.2337316543,10,12,0,0,14.9192745318,10.0000000000,0.0176637435,1320.0000000000,0.0000000000,0.0000388999
matching_users,10,2,Paper-OptUser-RandomRB,matching_iterations,57.5494865472,10,12,0,0,330.7989416615,6.0000000000,0.0335298043,120.0000000000,0.0000000000,0.0000399000
matching_users,10,2,Paper-RandomUserRB,matching_iterations,57.5494865472,10,12,0,0,88.7962048569,10.0000000000,0.0897559578,120.0000000000,0.0000000000,0.0000231999
matching_users,10,2,Paper-Wireless-PER,matching_iterations,86.2337316543,10,12,0,0,15.0486792287,10.0000000000,0.0167643578,1320.0000000000,0.0000000000,0.0000131000
matching_users,10,2,LP-Relax+Projection,matching_iterations,86.2337316543,10,12,0,0,14.9192745318,10.0000000000,0.0176637435,1320.0000000000,0.0000000000,0.0026592000
matching_users,10,2,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,115.6663136906,10,12,0,0,15.1237725776,10.0000000000,0.0172857961,15348.8268714730,0.0000000000,0.0013015000
matching_users,10,2,Continuous-LP(HiGHS),matching_iterations,115.0002138784,10,12,0,0,14.9192745318,10.0000000000,0.0176637435,14520.0000000000,0.0000000000,0.0020055000
matching_users,10,2,Soft-Entropy-KKT(tau=1),matching_iterations,157.0810818534,10,12,0,0,18.9942580546,9.9999999964,0.0233960155,484120.0000000000,0.9999999544,0.0004767000
matching_users,15,0,Paper-Hungarian,matching_iterations,93.1000016099,15,12,0,0,105.8364899575,12.0000000000,0.0230508753,2340.0000000000,0.0000000000,0.0000493000
matching_users,15,0,Paper-OptUser-RandomRB,matching_iterations,62.3819643752,15,12,0,0,509.5215912059,10.0000000000,0.0291937107,180.0000000000,0.0000000000,0.0000585001
matching_users,15,0,Paper-RandomUserRB,matching_iterations,62.3819643752,15,12,0,0,391.0703625457,12.0000000000,0.1257295705,180.0000000000,0.0000000000,0.0000278999
matching_users,15,0,Paper-Wireless-PER,matching_iterations,93.1000016099,15,12,0,0,231.8432771203,12.0000000000,0.0123021351,2340.0000000000,0.0000000000,0.0000205999
matching_users,15,0,LP-Relax+Projection,matching_iterations,93.1000016099,15,12,0,0,105.8364899575,12.0000000000,0.0230508753,2340.0000000000,0.0000000000,0.0031878001
matching_users,15,0,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,120.5863870667,15,12,0,0,108.4943114073,12.0000000000,0.0182573818,23128.5335573393,0.0000000000,0.0011767000
matching_users,15,0,Continuous-LP(HiGHS),matching_iterations,124.6978149043,15,12,0,0,105.8364899575,12.0000000000,0.0230508753,32580.0000000000,0.0000000000,0.0023593002
matching_users,15,0,Soft-Entropy-KKT(tau=1),matching_iterations,161.9961271859,15,12,0,0,111.3284104039,12.0000000000,0.0223762024,729180.0000000000,0.9999998775,0.0057375000
matching_users,15,1,Paper-Hungarian,matching_iterations,93.1000016099,15,12,0,0,116.5099397142,12.0000000000,0.0314701340,2340.0000000000,0.0000000000,0.0000602999
matching_users,15,1,Paper-OptUser-RandomRB,matching_iterations,62.3819643752,15,12,0,0,786.6230509257,7.0000000000,0.0458967066,180.0000000000,0.0000000000,0.0000830002
matching_users,15,1,Paper-RandomUserRB,matching_iterations,62.3819643752,15,12,0,0,488.8397433169,11.0000000000,0.2147150745,180.0000000000,0.0000000000,0.0001186000
matching_users,15,1,Paper-Wireless-PER,matching_iterations,93.1000016099,15,12,0,0,411.1074857018,12.0000000000,0.0190677611,2340.0000000000,0.0000000000,0.0000306999
matching_users,15,1,LP-Relax+Projection,matching_iterations,93.1000016099,15,12,0,0,116.5099397142,12.0000000000,0.0314701340,2340.0000000000,0.0000000000,0.0024474000
matching_users,15,1,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,120.5863870667,15,12,0,0,132.3057053172,12.0000000000,0.0318818549,23128.5335573393,0.0000000000,0.0017403001
matching_users,15,1,Continuous-LP(HiGHS),matching_iterations,124.6978149043,15,12,0,0,116.5099397142,12.0000000000,0.0314701340,32580.0000000000,0.0000000000,0.0025507999
matching_users,15,1,Soft-Entropy-KKT(tau=1),matching_iterations,161.9961271859,15,12,0,0,121.4400709577,12.0000000000,0.0359071081,729180.0000000000,0.9999996993,0.0074509999
matching_users,15,2,Paper-Hungarian,matching_iterations,93.1000016099,15,12,0,0,170.4390198426,12.0000000000,0.0214989936,2340.0000000000,0.0000000000,0.0000630000
matching_users,15,2,Paper-OptUser-RandomRB,matching_iterations,62.3819643752,15,12,0,0,974.1040691976,9.0000000000,0.0890413855,180.0000000000,0.0000000000,0.0000916000
matching_users,15,2,Paper-RandomUserRB,matching_iterations,62.3819643752,15,12,0,0,681.7171673287,12.0000000000,0.2075522448,180.0000000000,0.0000000000,0.0000487000
matching_users,15,2,Paper-Wireless-PER,matching_iterations,93.1000016099,15,12,0,0,353.7072744122,12.0000000000,0.0151278269,2340.0000000000,0.0000000000,0.0000485000
matching_users,15,2,LP-Relax+Projection,matching_iterations,93.1000016099,15,12,0,0,170.4390198426,12.0000000000,0.0214989936,2340.0000000000,0.0000000000,0.0028901000
matching_users,15,2,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,120.5863870667,15,12,0,0,178.6722745433,12.0000000000,0.0278816784,23128.5335573393,0.0000000000,0.0013554001
matching_users,15,2,Continuous-LP(HiGHS),matching_iterations,124.6978149043,15,12,0,0,170.4390198426,12.0000000000,0.0214989936,32580.0000000000,0.0000000000,0.0027203001
matching_users,15,2,Soft-Entropy-KKT(tau=1),matching_iterations,161.9961271859,15,12,0,0,176.2331790076,12.0000000000,0.0241287025,729180.0000000000,0.9999994932,0.0065891999
matching_users,20,0,Paper-Hungarian,matching_iterations,96.5509049072,20,12,0,0,422.3442773050,12.0000000000,0.0218482164,3120.0000000000,0.0000000000,0.0000491999
matching_users,20,0,Paper-OptUser-RandomRB,matching_iterations,65.8175632019,20,12,0,0,977.3751032204,10.0000000000,0.0440356675,240.0000000000,0.0000000000,0.0000677002
matching_users,20,0,Paper-RandomUserRB,matching_iterations,65.8175632019,20,12,0,0,865.5236506052,12.0000000000,0.1479942494,240.0000000000,0.0000000000,0.0000291001
matching_users,20,0,Paper-Wireless-PER,matching_iterations,96.5509049072,20,12,0,0,897.8736828691,12.0000000000,0.0125777388,3120.0000000000,0.0000000000,0.0000215000
matching_users,20,0,LP-Relax+Projection,matching_iterations,96.5509049072,20,12,0,0,422.3442773050,12.0000000000,0.0218482164,3120.0000000000,0.0000000000,0.0026632000
matching_users,20,0,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,124.0771393358,20,12,0,0,436.2368246285,12.0000000000,0.0309017924,30937.6537429460,0.0000000000,0.0012956001
matching_users,20,0,Continuous-LP(HiGHS),matching_iterations,131.5854377491,20,12,0,0,422.3442773050,12.0000000000,0.0218482164,57840.0000000000,0.0000000000,0.0033813000
matching_users,20,0,Soft-Entropy-KKT(tau=1),matching_iterations,166.0735489014,20,12,0,0,427.8111874142,12.0000000000,0.0251504785,1024240.0000000000,0.9999998960,0.0053856999
matching_users,20,1,Paper-Hungarian,matching_iterations,96.5509049072,20,12,0,0,636.7511627088,12.0000000000,0.0236179822,3120.0000000000,0.0000000000,0.0000431000
matching_users,20,1,Paper-OptUser-RandomRB,matching_iterations,65.8175632019,20,12,0,0,1419.0469430900,9.0000000000,0.0598324498,240.0000000000,0.0000000000,0.0000699000
matching_users,20,1,Paper-RandomUserRB,matching_iterations,65.8175632019,20,12,0,0,1155.7507489525,11.0000000000,0.1523016642,240.0000000000,0.0000000000,0.0000294000
matching_users,20,1,Paper-Wireless-PER,matching_iterations,96.5509049072,20,12,0,0,999.1334182592,12.0000000000,0.0138785906,3120.0000000000,0.0000000000,0.0000787000
matching_users,20,1,LP-Relax+Projection,matching_iterations,96.5509049072,20,12,0,0,636.7511627088,12.0000000000,0.0236179822,3120.0000000000,0.0000000000,0.0028245000
matching_users,20,1,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,124.0771393358,20,12,0,0,667.3007110061,12.0000000000,0.0310228028,30937.6537429460,0.0000000000,0.0011209999
matching_users,20,1,Continuous-LP(HiGHS),matching_iterations,131.5854377491,20,12,0,0,636.7511627088,12.0000000000,0.0236179822,57840.0000000000,0.0000000000,0.0022614999
matching_users,20,1,Soft-Entropy-KKT(tau=1),matching_iterations,166.0735489014,20,12,0,0,641.4934858185,12.0000000000,0.0264583439,1024240.0000000000,0.9999995070,0.0059506001
matching_users,20,2,Paper-Hungarian,matching_iterations,96.5509049072,20,12,0,0,377.0981420871,12.0000000000,0.0213693701,3120.0000000000,0.0000000000,0.0000479000
matching_users,20,2,Paper-OptUser-RandomRB,matching_iterations,65.8175632019,20,12,0,0,934.7790592174,9.0000000000,0.0529153754,240.0000000000,0.0000000000,0.0000537999
matching_users,20,2,Paper-RandomUserRB,matching_iterations,65.8175632019,20,12,0,0,800.3044784785,12.0000000000,0.0771924445,240.0000000000,0.0000000000,0.0000249001
matching_users,20,2,Paper-Wireless-PER,matching_iterations,96.5509049072,20,12,0,0,758.6566750253,12.0000000000,0.0077813936,3120.0000000000,0.0000000000,0.0000197000
matching_users,20,2,LP-Relax+Projection,matching_iterations,96.5509049072,20,12,0,0,377.0981420871,12.0000000000,0.0213693701,3120.0000000000,0.0000000000,0.0025253999
matching_users,20,2,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,124.0771393358,20,12,0,0,389.3599327100,12.0000000000,0.0304768019,30937.6537429460,0.0000000000,0.0011771000
matching_users,20,2,Continuous-LP(HiGHS),matching_iterations,131.5854377491,20,12,0,0,377.0981420871,12.0000000000,0.0213693701,57840.0000000000,0.0000000000,0.0028721001
matching_users,20,2,Soft-Entropy-KKT(tau=1),matching_iterations,166.0735489014,20,12,0,0,382.5697485781,12.0000000000,0.0245771508,1024240.0000000000,0.9999997444,0.0044032000
matching_users,25,0,Paper-Hungarian,matching_iterations,99.2278585141,25,12,0,0,815.1081370372,12.0000000000,0.0142802795,3900.0000000000,0.0000000000,0.0000451000
matching_users,25,0,Paper-OptUser-RandomRB,matching_iterations,68.4853231770,25,12,0,0,1793.0391944588,9.0000000000,0.0409620101,300.0000000000,0.0000000000,0.0000703000
matching_users,25,0,Paper-RandomUserRB,matching_iterations,68.4853231770,25,12,0,0,1713.2325326336,11.0000000000,0.1647495355,300.0000000000,0.0000000000,0.0000290000
matching_users,25,0,Paper-Wireless-PER,matching_iterations,99.2278585141,25,12,0,0,1181.8214624991,12.0000000000,0.0090946040,3900.0000000000,0.0000000000,0.0000231001
matching_users,25,0,LP-Relax+Projection,matching_iterations,99.2278585141,25,12,0,0,815.1081370372,12.0000000000,0.0142802795,3900.0000000000,0.0000000000,0.0032758000
matching_users,25,0,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,126.7847146766,25,12,0,0,818.0711200077,12.0000000000,0.0161024048,38768.6456071488,0.0000000000,0.0012817001
matching_users,25,0,Continuous-LP(HiGHS),matching_iterations,136.9308457625,25,12,0,0,815.1081370372,12.0000000000,0.0142802795,90300.0000000000,0.0000000000,0.0029133002
matching_users,25,0,Soft-Entropy-KKT(tau=1),matching_iterations,169.5577313834,25,12,0,0,819.9946006681,12.0000000000,0.0166812861,1369300.0000000000,0.9999998913,0.0050018001
matching_users,25,1,Paper-Hungarian,matching_iterations,99.2278585141,25,12,0,0,1032.7749785425,12.0000000000,0.0165112322,3900.0000000000,0.0000000000,0.0000459999
matching_users,25,1,Paper-OptUser-RandomRB,matching_iterations,68.4853231770,25,12,0,0,2054.5085982434,9.0000000000,0.0658493811,300.0000000000,0.0000000000,0.0000582999
matching_users,25,1,Paper-RandomUserRB,matching_iterations,68.4853231770,25,12,0,0,1893.1137166350,12.0000000000,0.2597188005,300.0000000000,0.0000000000,0.0000270000
matching_users,25,1,Paper-Wireless-PER,matching_iterations,99.2278585141,25,12,0,0,1742.9491404402,12.0000000000,0.0092472582,3900.0000000000,0.0000000000,0.0000199000
matching_users,25,1,LP-Relax+Projection,matching_iterations,99.2278585141,25,12,0,0,1032.7749785425,12.0000000000,0.0165112322,3900.0000000000,0.0000000000,0.0024059999
matching_users,25,1,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,126.7847146766,25,12,0,0,1046.1797514491,12.0000000000,0.0228046596,38768.6456071488,0.0000000000,0.0013229998
matching_users,25,1,Continuous-LP(HiGHS),matching_iterations,136.9308457625,25,12,0,0,1032.7749785425,12.0000000000,0.0165112322,90300.0000000000,0.0000000000,0.0025014000
matching_users,25,1,Soft-Entropy-KKT(tau=1),matching_iterations,169.5577313834,25,12,0,0,1038.0283280580,12.0000000000,0.0186968043,1369300.0000000000,0.9999995914,0.0046357000
matching_users,25,2,Paper-Hungarian,matching_iterations,99.2278585141,25,12,0,0,955.6131720949,12.0000000000,0.0191346385,3900.0000000000,0.0000000000,0.0000470001
matching_users,25,2,Paper-OptUser-RandomRB,matching_iterations,68.4853231770,25,12,0,0,1728.8555175161,11.0000000000,0.0712789689,300.0000000000,0.0000000000,0.0003120000
matching_users,25,2,Paper-RandomUserRB,matching_iterations,68.4853231770,25,12,0,0,1856.6808112360,12.0000000000,0.1926942946,300.0000000000,0.0000000000,0.0000433999
matching_users,25,2,Paper-Wireless-PER,matching_iterations,99.2278585141,25,12,0,0,1384.1980032319,12.0000000000,0.0118695161,3900.0000000000,0.0000000000,0.0000212998
matching_users,25,2,LP-Relax+Projection,matching_iterations,99.2278585141,25,12,0,0,955.6131720949,12.0000000000,0.0191346385,3900.0000000000,0.0000000000,0.0037974999
matching_users,25,2,Hybrid-Score-Greedy(alpha=0.25),matching_iterations,126.7847146766,25,12,0,0,963.4068476550,12.0000000000,0.0245120015,38768.6456071488,0.0000000000,0.0021966000
matching_users,25,2,Continuous-LP(HiGHS),matching_iterations,136.9308457625,25,12,0,0,955.6131720949,12.0000000000,0.0191346385,90300.0000000000,0.0000000000,0.0027033000
matching_users,25,2,Soft-Entropy-KKT(tau=1),matching_iterations,169.5577313834,25,12,0,0,958.5029979179,12.0000000000,0.0211003853,1369300.0000000000,0.9999998400,0.0045818002
convergence_users,3,0,Paper-Hungarian,normalized_convergence_gap,0.0090924454,3,12,0,0,1.3093121336,3.0000000000,0.0097584158,144.0000000000,0.0000000000,0.0000244998
convergence_users,3,0,Paper-OptUser-RandomRB,normalized_convergence_gap,0.2501930720,3,12,0,0,36.0278023640,3.0000000000,0.1913037653,36.0000000000,0.0000000000,0.0000270002
convergence_users,3,0,Paper-RandomUserRB,normalized_convergence_gap,0.0681444312,3,12,0,0,9.8127980884,3.0000000000,0.0827242977,36.0000000000,0.0000000000,0.0000177000
convergence_users,3,0,Paper-Wireless-PER,normalized_convergence_gap,0.0090924454,3,12,0,0,1.3093121336,3.0000000000,0.0097584158,144.0000000000,0.0000000000,0.0000074999
convergence_users,3,0,LP-Relax+Projection,normalized_convergence_gap,0.0090924454,3,12,0,0,1.3093121336,3.0000000000,0.0097584158,144.0000000000,0.0000000000,0.0019391999
convergence_users,3,0,Hybrid-Score-Greedy(alpha=0.25),normalized_convergence_gap,0.0090924454,3,12,0,0,1.3093121336,3.0000000000,0.0097584158,4542.1173000519,0.0000000000,0.0009915000
convergence_users,3,0,Continuous-LP(HiGHS),normalized_convergence_gap,0.0090924454,3,12,0,0,1.3093121336,3.0000000000,0.0097584158,1332.0000000000,0.0000000000,0.0012763999
convergence_users,3,0,Soft-Entropy-KKT(tau=1),normalized_convergence_gap,0.0200718553,3,12,0,0,2.8903471580,2.9999999992,0.0215251408,225036.0000000000,0.9999999990,0.0003864001
convergence_users,3,1,Paper-Hungarian,normalized_convergence_gap,0.0150303620,3,12,0,0,2.1493417699,3.0000000000,0.0128429413,144.0000000000,0.0000000000,0.0000159000
convergence_users,3,1,Paper-OptUser-RandomRB,normalized_convergence_gap,0.0478702583,3,12,0,0,6.8454469313,3.0000000000,0.0543257292,36.0000000000,0.0000000000,0.0000298999
convergence_users,3,1,Paper-RandomUserRB,normalized_convergence_gap,0.4677954507,3,12,0,0,66.8947494543,3.0000000000,0.3491041790,36.0000000000,0.0000000000,0.0000209999
convergence_users,3,1,Paper-Wireless-PER,normalized_convergence_gap,0.0150303620,3,12,0,0,2.1493417699,3.0000000000,0.0128429413,144.0000000000,0.0000000000,0.0000091000
convergence_users,3,1,LP-Relax+Projection,normalized_convergence_gap,0.0150303620,3,12,0,0,2.1493417699,3.0000000000,0.0128429413,144.0000000000,0.0000000000,0.0013798999
convergence_users,3,1,Hybrid-Score-Greedy(alpha=0.25),normalized_convergence_gap,0.0150303620,3,12,0,0,2.1493417699,3.0000000000,0.0128429413,4542.1173000519,0.0000000000,0.0011761999
convergence_users,3,1,Continuous-LP(HiGHS),normalized_convergence_gap,0.0150303620,3,12,0,0,2.1493417699,3.0000000000,0.0128429413,1332.0000000000,0.0000000000,0.0014326000
convergence_users,3,1,Soft-Entropy-KKT(tau=1),normalized_convergence_gap,0.0276186010,3,12,0,0,3.9494599440,2.9999999997,0.0286352704,225036.0000000000,0.9999996749,0.0002739001
convergence_users,3,2,Paper-Hungarian,normalized_convergence_gap,0.0184394636,3,12,0,0,7.6339379297,3.0000000000,0.0206340021,144.0000000000,0.0000000000,0.0000264000
convergence_users,3,2,Paper-OptUser-RandomRB,normalized_convergence_gap,0.1776754457,3,12,0,0,73.5576345175,3.0000000000,0.1930652235,36.0000000000,0.0000000000,0.0000325001
convergence_users,3,2,Paper-RandomUserRB,normalized_convergence_gap,0.0761377312,3,12,0,0,31.5210207062,3.0000000000,0.0733301733,36.0000000000,0.0000000000,0.0000210002
convergence_users,3,2,Paper-Wireless-PER,normalized_convergence_gap,0.0184394636,3,12,0,0,7.6339379297,3.0000000000,0.0206340021,144.0000000000,0.0000000000,0.0000084999
convergence_users,3,2,LP-Relax+Projection,normalized_convergence_gap,0.0184394636,3,12,0,0,7.6339379297,3.0000000000,0.0206340021,144.0000000000,0.0000000000,0.0015477999
convergence_users,3,2,Hybrid-Score-Greedy(alpha=0.25),normalized_convergence_gap,0.0184394636,3,12,0,0,7.6339379297,3.0000000000,0.0206340021,4542.1173000519,0.0000000000,0.0010457998
convergence_users,3,2,Continuous-LP(HiGHS),normalized_convergence_gap,0.0184394636,3,12,0,0,7.6339379297,3.0000000000,0.0206340021,1332.0000000000,0.0000000000,0.0012514999
convergence_users,3,2,Soft-Entropy-KKT(tau=1),normalized_convergence_gap,0.0229648047,3,12,0,0,9.5074291405,3.0000000000,0.0251442689,225036.0000000000,0.9999998801,0.0002511002
convergence_users,6,0,Paper-Hungarian,normalized_convergence_gap,0.0196112024,6,12,0,0,15.0221810395,6.0000000000,0.0205493669,504.0000000000,0.0000000000,0.0000411000
convergence_users,6,0,Paper-OptUser-RandomRB,normalized_convergence_gap,0.0806301499,6,12,0,0,61.7626947883,6.0000000000,0.0672090538,72.0000000000,0.0000000000,0.0002589000
convergence_users,6,0,Paper-RandomUserRB,normalized_convergence_gap,0.1165804972,6,12,0,0,89.3006608759,6.0000000000,0.0982625986,72.0000000000,0.0000000000,0.0000910000
convergence_users,6,0,Paper-Wireless-PER,normalized_convergence_gap,0.0211314000,6,12,0,0,16.1866524057,6.0000000000,0.0203735936,504.0000000000,0.0000000000,0.0000193000
convergence_users,6,0,LP-Relax+Projection,normalized_convergence_gap,0.0196112024,6,12,0,0,15.0221810395,6.0000000000,0.0205493669,504.0000000000,0.0000000000,0.0018521999
convergence_users,6,0,Hybrid-Score-Greedy(alpha=0.25),normalized_convergence_gap,0.0231085273,6,12,0,0,17.7011319028,6.0000000000,0.0261689025,9156.2346001038,0.0000000000,0.0010587999
convergence_users,6,0,Continuous-LP(HiGHS),normalized_convergence_gap,0.0196112024,6,12,0,0,15.0221810395,6.0000000000,0.0205493669,5256.0000000000,0.0000000000,0.0014957001
convergence_users,6,0,Soft-Entropy-KKT(tau=1),normalized_convergence_gap,0.0235883494,6,12,0,0,18.0686756041,5.9999999999,0.0250755699,324072.0000000000,0.9999999813,0.0007784001
convergence_users,6,1,Paper-Hungarian,normalized_convergence_gap,0.0182072718,6,12,0,0,8.7759050284,6.0000000000,0.0155602579,504.0000000000,0.0000000000,0.0000309001
convergence_users,6,1,Paper-OptUser-RandomRB,normalized_convergence_gap,0.2959072994,6,12,0,0,142.6273183136,5.0000000000,0.1182567615,72.0000000000,0.0000000000,0.0000323001
convergence_users,6,1,Paper-RandomUserRB,normalized_convergence_gap,0.3285825226,6,12,0,0,158.3767759120,5.0000000000,0.1065592369,72.0000000000,0.0000000000,0.0000201999
convergence_users,6,1,Paper-Wireless-PER,normalized_convergence_gap,0.0182072718,6,12,0,0,8.7759050284,6.0000000000,0.0155602579,504.0000000000,0.0000000000,0.0000104001
convergence_users,6,1,LP-Relax+Projection,normalized_convergence_gap,0.0182072718,6,12,0,0,8.7759050284,6.0000000000,0.0155602579,504.0000000000,0.0000000000,0.0016985999
convergence_users,6,1,Hybrid-Score-Greedy(alpha=0.25),normalized_convergence_gap,0.0185695297,6,12,0,0,8.9505133221,6.0000000000,0.0168153100,9156.2346001038,0.0000000000,0.0014098999
convergence_users,6,1,Continuous-LP(HiGHS),normalized_convergence_gap,0.0182072718,6,12,0,0,8.7759050284,6.0000000000,0.0155602579,5256.0000000000,0.0000000000,0.0017905999
convergence_users,6,1,Soft-Entropy-KKT(tau=1),normalized_convergence_gap,0.0251361919,6,12,0,0,12.1156445124,5.9999999998,0.0249112613,324072.0000000000,0.9999997867,0.0002462000
convergence_users,6,2,Paper-Hungarian,normalized_convergence_gap,0.0080426246,6,12,0,0,6.1445651999,6.0000000000,0.0083805063,504.0000000000,0.0000000000,0.0000244002
convergence_users,6,2,Paper-OptUser-RandomRB,normalized_convergence_gap,0.5319500207,6,12,0,0,406.4098157818,4.0000000000,0.1714132493,72.0000000000,0.0000000000,0.0000334999
convergence_users,6,2,Paper-RandomUserRB,normalized_convergence_gap,0.0528790178,6,12,0,0,40.3995695671,6.0000000000,0.0660637896,72.0000000000,0.0000000000,0.0000209000
