scenario,x_value,method,metric,runs,value_mean,value_std,objective_mean,selected_mass_mean,mean_packet_error_mean,matching_work_units_mean,fractional_mass_ratio_mean,runtime_seconds_mean
digit_users,12,Soft-Entropy-KKT(tau=1),digit_accuracy,3,0.9003709592,0.0039657206,34.3832003194,11.9938159336,0.0289262390,576144.0000000000,0.9999998245,0.0050239000
digit_users,15,Continuous-LP(HiGHS),digit_accuracy,3,0.8553259141,0.0287050399,248.2808398059,12.0000000000,0.0159965443,32580.0000000000,0.0000000000,0.0018774666
digit_users,15,Hybrid-Score-Greedy(alpha=0.25),digit_accuracy,3,0.8298887122,0.0500731820,256.9483317521,12.0000000000,0.0253510256,23128.5335573393,0.0000000000,0.0012154667
digit_users,15,LP-Relax+Projection,digit_accuracy,3,0.8553259141,0.0287050399,248.2808398059,12.0000000000,0.0159965443,2340.0000000000,0.0000000000,0.0025776000
digit_users,15,Paper-Hungarian,digit_accuracy,3,0.8553259141,0.0287050399,248.2808398059,12.0000000000,0.0159965443,2340.0000000000,0.0000000000,0.0000675333
digit_users,15,Paper-OptUser-RandomRB,digit_accuracy,3,0.7424483307,0.0549506365,547.1594637322,9.0000000000,0.1110782349,180.0000000000,0.0000000000,0.0000559000
digit_users,15,Paper-RandomUserRB,digit_accuracy,3,0.8198198198,0.0253819396,373.1524999930,12.0000000000,0.1492495143,180.0000000000,0.0000000000,0.0000256334
digit_users,15,Paper-Wireless-PER,digit_accuracy,3,0.8749337573,0.0194424339,248.5589011248,12.0000000000,0.0159344822,2340.0000000000,0.0000000000,0.0000176666
digit_users,15,Soft-Entropy-KKT(tau=1),digit_accuracy,3,0.9093799682,0.0034344148,255.9496310410,12.0000000000,0.0238454399,729180.0000000000,0.9999998781,0.0014586333
digit_users,18,Continuous-LP(HiGHS),digit_accuracy,3,0.8198198198,0.0064033100,397.4069130008,12.0000000000,0.0120601449,46872.0000000000,0.0000000000,0.0025117000
digit_users,18,Hybrid-Score-Greedy(alpha=0.25),digit_accuracy,3,0.8060413354,0.0273523856,404.3434069121,12.0000000000,0.0205436399,27811.0557004673,0.0000000000,0.0014369666
digit_users,18,LP-Relax+Projection,digit_accuracy,3,0.8198198198,0.0064033100,397.4069130008,12.0000000000,0.0120601449,2808.0000000000,0.0000000000,0.0024887334
digit_users,18,Paper-Hungarian,digit_accuracy,3,0.8198198198,0.0064033100,397.4069130008,12.0000000000,0.0120601449,2808.0000000000,0.0000000000,0.0000593000
digit_users,18,Paper-OptUser-RandomRB,digit_accuracy,3,0.7790143084,0.0137376592,634.3267181897,9.0000000000,0.0883994963,216.0000000000,0.0000000000,0.0000558666
digit_users,18,Paper-RandomUserRB,digit_accuracy,3,0.7996820350,0.0468031843,494.4686628325,11.6666666667,0.1102314095,216.0000000000,0.0000000000,0.0000267333
digit_users,18,Paper-Wireless-PER,digit_accuracy,3,0.8362480127,0.0193845693,397.5126586288,12.0000000000,0.0113556216,2808.0000000000,0.0000000000,0.0000190333
digit_users,18,Soft-Entropy-KKT(tau=1),digit_accuracy,3,0.8510863805,0.0395082116,405.1431915730,12.0000000000,0.0211389622,900216.0000000000,0.9999997899,0.0007186666
digit_users,20,Continuous-LP(HiGHS),digit_accuracy,3,0.6645468998,0.0312351076,475.5673694160,12.0000000000,0.0149942208,57840.0000000000,0.0000000000,0.0020120667
digit_users,20,Hybrid-Score-Greedy(alpha=0.25),digit_accuracy,3,0.7058823529,0.0570124677,482.0523556052,12.0000000000,0.0228627868,30937.6537429460,0.0000000000,0.0014539000
digit_users,20,LP-Relax+Projection,digit_accuracy,3,0.6645468998,0.0312351076,475.5673694160,12.0000000000,0.0149942208,3120.0000000000,0.0000000000,0.0033467666
digit_users,20,Paper-Hungarian,digit_accuracy,3,0.6645468998,0.0312351076,475.5673694160,12.0000000000,0.0149942208,3120.0000000000,0.0000000000,0.0000462000
digit_users,20,Paper-OptUser-RandomRB,digit_accuracy,3,0.5696873344,0.1256017744,685.4212674299,9.3333333333,0.1085503909,240.0000000000,0.0000000000,0.0000642334
digit_users,20,Paper-RandomUserRB,digit_accuracy,3,0.7276099629,0.0232329732,550.4368502156,12.0000000000,0.1180665422,240.0000000000,0.0000000000,0.0000297333
digit_users,20,Paper-Wireless-PER,digit_accuracy,3,0.7546369899,0.0345723507,477.0333398150,12.0000000000,0.0128883795,3120.0000000000,0.0000000000,0.0000220000
digit_users,20,Soft-Entropy-KKT(tau=1),digit_accuracy,3,0.8394276629,0.0137376591,483.4591036325,12.0000000000,0.0239437438,1024240.0000000000,0.9999996521,0.0006658000
linear_samples,10,Continuous-LP(HiGHS),linear_regression_mse,3,0.0055367575,0.0032741969,31.6969671097,12.0000000000,0.0141413926,32580.0000000000,0.0000000000,0.0037610667
linear_samples,10,Hybrid-Score-Greedy(alpha=0.25),linear_regression_mse,3,0.0044680396,0.0018458902,32.7494005218,12.0000000000,0.0229116710,23128.5335573393,0.0000000000,0.0025386334
linear_samples,10,LP-Relax+Projection,linear_regression_mse,3,0.0055367575,0.0032741969,31.6969671097,12.0000000000,0.0141413926,2340.0000000000,0.0000000000,0.0044456000
linear_samples,10,Paper-Hungarian,linear_regression_mse,3,0.0055367575,0.0032741969,31.6969671097,12.0000000000,0.0141413926,2340.0000000000,0.0000000000,0.0001309000
linear_samples,10,Paper-OptUser-RandomRB,linear_regression_mse,3,0.0144524555,0.0125473374,77.9423280054,7.6666666667,0.0650840995,180.0000000000,0.0000000000,0.0000794000
linear_samples,10,Paper-RandomUserRB,linear_regression_mse,3,0.0035700148,0.0004973684,51.1437505377,11.6666666667,0.1498848133,180.0000000000,0.0000000000,0.0000453667
linear_samples,10,Paper-Wireless-PER,linear_regression_mse,3,0.0055367575,0.0032741969,31.6969671097,12.0000000000,0.0141413926,2340.0000000000,0.0000000000,0.0000371000
linear_samples,10,Soft-Entropy-KKT(tau=1),linear_regression_mse,3,0.0033349636,0.0013977573,36.1002030006,11.9948090004,0.0504251733,729180.0000000000,1.0000000000,0.0006976333
linear_samples,20,Continuous-LP(HiGHS),linear_regression_mse,3,0.0018277829,0.0012937442,64.2657453066,12.0000000000,0.0177739388,32580.0000000000,0.0000000000,0.0031411000
linear_samples,20,Hybrid-Score-Greedy(alpha=0.25),linear_regression_mse,3,0.0007011512,0.0004575372,65.8112837010,12.0000000000,0.0242136821,23128.5335573393,0.0000000000,0.0012527333
linear_samples,20,LP-Relax+Projection,linear_regression_mse,3,0.0018277829,0.0012937442,64.2657453066,12.0000000000,0.0177739388,2340.0000000000,0.0000000000,0.0021710667
linear_samples,20,Paper-Hungarian,linear_regression_mse,3,0.0018277829,0.0012937442,64.2657453066,12.0000000000,0.0177739388,2340.0000000000,0.0000000000,0.0000381333
linear_samples,20,Paper-OptUser-RandomRB,linear_regression_mse,3,0.0039219009,0.0025459491,146.6251792138,8.6666666667,0.1124269297,180.0000000000,0.0000000000,0.0000552333
linear_samples,20,Paper-RandomUserRB,linear_regression_mse,3,0.0029202805,0.0021259938,101.9088453449,11.6666666667,0.1526613290,180.0000000000,0.0000000000,0.0000265667
linear_samples,20,Paper-Wireless-PER,linear_regression_mse,3,0.0018277829,0.0012937442,64.2657453066,12.0000000000,0.0177739388,2340.0000000000,0.0000000000,0.0000177666
linear_samples,20,Soft-Entropy-KKT(tau=1),linear_regression_mse,3,0.0020319613,0.0014153955,69.9476005394,11.9999994346,0.0414482904,729180.0000000000,0.9999999264,0.0006987666
linear_samples,30,Continuous-LP(HiGHS),linear_regression_mse,3,0.0002573829,0.0001089922,95.3743609348,12.0000000000,0.0149287804,32580.0000000000,0.0000000000,0.0019829667
linear_samples,30,Hybrid-Score-Greedy(alpha=0.25),linear_regression_mse,3,0.0003786702,0.0002670225,97.5148999997,12.0000000000,0.0208747222,23128.5335573393,0.0000000000,0.0012730666
linear_samples,30,LP-Relax+Projection,linear_regression_mse,3,0.0002573829,0.0001089922,95.3743609348,12.0000000000,0.0149287804,2340.0000000000,0.0000000000,0.0024293999
linear_samples,30,Paper-Hungarian,linear_regression_mse,3,0.0002573829,0.0001089922,95.3743609348,12.0000000000,0.0149287804,2340.0000000000,0.0000000000,0.0000347666
linear_samples,30,Paper-OptUser-RandomRB,linear_regression_mse,3,0.0017741253,0.0011114633,198.8268154048,9.3333333333,0.1014578485,180.0000000000,0.0000000000,0.0000546000
linear_samples,30,Paper-RandomUserRB,linear_regression_mse,3,0.0007673443,0.0003821921,160.1604885423,11.6666666667,0.1734999230,180.0000000000,0.0000000000,0.0000315667
linear_samples,30,Paper-Wireless-PER,linear_regression_mse,3,0.0002573829,0.0001089922,95.3743609348,12.0000000000,0.0149287804,2340.0000000000,0.0000000000,0.0000242000
linear_samples,30,Soft-Entropy-KKT(tau=1),linear_regression_mse,3,0.0003323291,0.0003156286,101.5534066702,12.0000000000,0.0320927963,729180.0000000000,0.9999998807,0.0009954333
linear_samples,40,Continuous-LP(HiGHS),linear_regression_mse,3,0.0010300969,0.0005566546,126.5326595386,12.0000000000,0.0136097074,32580.0000000000,0.0000000000,0.0025583667
linear_samples,40,Hybrid-Score-Greedy(alpha=0.25),linear_regression_mse,3,0.0012431978,0.0009394642,129.8652277505,12.0000000000,0.0205525578,23128.5335573393,0.0000000000,0.0020437333
linear_samples,40,LP-Relax+Projection,linear_regression_mse,3,0.0010300969,0.0005566546,126.5326595386,12.0000000000,0.0136097074,2340.0000000000,0.0000000000,0.0029862000
linear_samples,40,Paper-Hungarian,linear_regression_mse,3,0.0010300969,0.0005566546,126.5326595386,12.0000000000,0.0136097074,2340.0000000000,0.0000000000,0.0001219667
linear_samples,40,Paper-OptUser-RandomRB,linear_regression_mse,3,0.0008689485,0.0006385579,296.9382815155,8.3333333333,0.0838182319,180.0000000000,0.0000000000,0.0000508000
linear_samples,40,Paper-RandomUserRB,linear_regression_mse,3,0.0009862463,0.0008216706,187.7012780106,12.0000000000,0.1410443292,180.0000000000,0.0000000000,0.0000273000
linear_samples,40,Paper-Wireless-PER,linear_regression_mse,3,0.0010300969,0.0005566546,126.5326595386,12.0000000000,0.0136097074,2340.0000000000,0.0000000000,0.0000192666
linear_samples,40,Soft-Entropy-KKT(tau=1),linear_regression_mse,3,0.0006487252,0.0001665259,133.4879290699,12.0000000000,0.0280998522,729180.0000000000,0.9999998640,0.0007860667
linear_samples,60,Continuous-LP(HiGHS),linear_regression_mse,3,0.0006830383,0.0007017641,190.2196233307,12.0000000000,0.0141939213,32580.0000000000,0.0000000000,0.0024791000
linear_samples,60,Hybrid-Score-Greedy(alpha=0.25),linear_regression_mse,3,0.0007526456,0.0007979980,194.9929371635,12.0000000000,0.0208235238,23128.5335573393,0.0000000000,0.0016542333
linear_samples,60,LP-Relax+Projection,linear_regression_mse,3,0.0006830383,0.0007017641,190.2196233307,12.0000000000,0.0141939213,2340.0000000000,0.0000000000,0.0028891333
linear_samples,60,Paper-Hungarian,linear_regression_mse,3,0.0006830383,0.0007017641,190.2196233307,12.0000000000,0.0141939213,2340.0000000000,0.0000000000,0.0000398333
linear_samples,60,Paper-OptUser-RandomRB,linear_regression_mse,3,0.0006824779,0.0006787930,392.6054710392,9.0000000000,0.0580220925,180.0000000000,0.0000000000,0.0000519333
linear_samples,60,Paper-RandomUserRB,linear_regression_mse,3,0.0007333525,0.0007611750,270.5349359163,12.0000000000,0.1257429666,180.0000000000,0.0000000000,0.0000259667
linear_samples,60,Paper-Wireless-PER,linear_regression_mse,3,0.0006830383,0.0007017641,190.2196233307,12.0000000000,0.0141939213,2340.0000000000,0.0000000000,0.0000199666
linear_samples,60,Soft-Entropy-KKT(tau=1),linear_regression_mse,3,0.0005772345,0.0006045077,196.6651703036,12.0000000000,0.0231460699,729180.0000000000,0.9999998432,0.0010435666
matching_users,10,Continuous-LP(HiGHS),matching_work_units,3,14520.0000000000,0.0000000000,23.0006205770,10.0000000000,0.0202356571,14520.0000000000,0.0000000000,0.0020487333
matching_users,10,Hybrid-Score-Greedy(alpha=0.25),matching_work_units,3,15348.8268714730,0.0000000000,23.3775609351,10.0000000000,0.0210425420,15348.8268714730,0.0000000000,0.0013247333
matching_users,10,LP-Relax+Projection,matching_work_units,3,1320.0000000000,0.0000000000,23.0006205770,10.0000000000,0.0202356571,1320.0000000000,0.0000000000,0.0022145668
matching_users,10,Paper-Hungarian,matching_work_units,3,1320.0000000000,0.0000000000,23.0006205770,10.0000000000,0.0202356571,1320.0000000000,0.0000000000,0.0000411000
matching_users,10,Paper-OptUser-RandomRB,matching_work_units,3,120.0000000000,0.0000000000,519.0495824339,6.6666666667,0.1012490396,120.0000000000,0.0000000000,0.0000454666
matching_users,10,Paper-RandomUserRB,matching_work_units,3,120.0000000000,0.0000000000,150.8728566855,10.0000000000,0.1061878656,120.0000000000,0.0000000000,0.0000257001
matching_users,10,Paper-Wireless-PER,matching_work_units,3,1320.0000000000,0.0000000000,23.3356776521,10.0000000000,0.0191001610,1320.0000000000,0.0000000000,0.0000152667
matching_users,10,Soft-Entropy-KKT(tau=1),matching_work_units,3,484120.0000000000,0.0000000000,27.7081985065,9.9999999985,0.0252460340,484120.0000000000,0.9999999292,0.0010448667
matching_users,12,Continuous-LP(HiGHS),matching_work_units,3,20880.0000000000,0.0000000000,32.1926632220,12.0000000000,0.0273609290,20880.0000000000,0.0000000000,0.0022628000
matching_users,12,Hybrid-Score-Greedy(alpha=0.25),matching_work_units,3,18456.4692002077,0.0000000000,50.4624411278,11.6666666667,0.0356097278,18456.4692002077,0.0000000000,0.0011918000
matching_users,12,LP-Relax+Projection,matching_work_units,3,1872.0000000000,0.0000000000,32.1926632220,12.0000000000,0.0273609290,1872.0000000000,0.0000000000,0.0024064667
matching_users,12,Paper-Hungarian,matching_work_units,3,1872.0000000000,0.0000000000,32.1926632220,12.0000000000,0.0273609290,1872.0000000000,0.0000000000,0.0000854667
matching_users,12,Paper-OptUser-RandomRB,matching_work_units,3,144.0000000000,0.0000000000,638.8485461506,6.6666666667,0.0867037379,144.0000000000,0.0000000000,0.0000535333
matching_users,12,Paper-RandomUserRB,matching_work_units,3,144.0000000000,0.0000000000,294.1365158875,11.0000000000,0.1369331603,144.0000000000,0.0000000000,0.0000299334
matching_users,12,Paper-Wireless-PER,matching_work_units,3,1872.0000000000,0.0000000000,33.1404662905,12.0000000000,0.0239269707,1872.0000000000,0.0000000000,0.0000171333
matching_users,12,Soft-Entropy-KKT(tau=1),matching_work_units,3,576144.0000000000,0.0000000000,37.0117314339,11.9938601568,0.0299982611,576144.0000000000,0.9999998637,0.0045815334
matching_users,15,Continuous-LP(HiGHS),matching_work_units,3,32580.0000000000,0.0000000000,130.9284831714,12.0000000000,0.0253400010,32580.0000000000,0.0000000000,0.0021791667
matching_users,15,Hybrid-Score-Greedy(alpha=0.25),matching_work_units,3,23128.5335573393,0.0000000000,139.8240970893,12.0000000000,0.0260069717,23128.5335573393,0.0000000000,0.0013071667
matching_users,15,LP-Relax+Projection,matching_work_units,3,2340.0000000000,0.0000000000,130.9284831714,12.0000000000,0.0253400010,2340.0000000000,0.0000000000,0.0028815667
matching_users,15,Paper-Hungarian,matching_work_units,3,2340.0000000000,0.0000000000,130.9284831714,12.0000000000,0.0253400010,2340.0000000000,0.0000000000,0.0000494000
matching_users,15,Paper-OptUser-RandomRB,matching_work_units,3,180.0000000000,0.0000000000,756.7495704431,8.6666666667,0.0547106009,180.0000000000,0.0000000000,0.0000637666
matching_users,15,Paper-RandomUserRB,matching_work_units,3,180.0000000000,0.0000000000,520.5424243971,11.6666666667,0.1826656299,180.0000000000,0.0000000000,0.0000296000
matching_users,15,Paper-Wireless-PER,matching_work_units,3,2340.0000000000,0.0000000000,332.2193457448,12.0000000000,0.0154992410,2340.0000000000,0.0000000000,0.0000213000
matching_users,15,Soft-Entropy-KKT(tau=1),matching_work_units,3,729180.0000000000,0.0000000000,136.3338867897,12.0000000000,0.0274706710,729180.0000000000,0.9999996900,0.0054747333
matching_users,18,Continuous-LP(HiGHS),matching_work_units,3,46872.0000000000,0.0000000000,346.7890278326,12.0000000000,0.0278735837,46872.0000000000,0.0000000000,0.0023061333
matching_users,18,Hybrid-Score-Greedy(alpha=0.25),matching_work_units,3,27811.0557004673,0.0000000000,365.0005681083,12.0000000000,0.0334096968,27811.0557004673,0.0000000000,0.0012773666
matching_users,18,LP-Relax+Projection,matching_work_units,3,2808.0000000000,0.0000000000,346.7890278326,12.0000000000,0.0278735837,2808.0000000000,0.0000000000,0.0027888666
matching_users,18,Paper-Hungarian,matching_work_units,3,2808.0000000000,0.0000000000,346.7890278326,12.0000000000,0.0278735837,2808.0000000000,0.0000000000,0.0000444000
matching_users,18,Paper-OptUser-RandomRB,matching_work_units,3,216.0000000000,0.0000000000,1028.2478260363,8.6666666667,0.0920695437,216.0000000000,0.0000000000,0.0000616000
matching_users,18,Paper-RandomUserRB,matching_work_units,3,216.0000000000,0.0000000000,800.8973343191,12.0000000000,0.1751356241,216.0000000000,0.0000000000,0.0000289667
matching_users,18,Paper-Wireless-PER,matching_work_units,3,2808.0000000000,0.0000000000,705.1000313990,12.0000000000,0.0185076590,2808.0000000000,0.0000000000,0.0000211999
matching_users,18,Soft-Entropy-KKT(tau=1),matching_work_units,3,900216.0000000000,0.0000000000,352.2779880240,12.0000000000,0.0316328105,900216.0000000000,0.9999997810,0.0065901334
matching_users,20,Continuous-LP(HiGHS),matching_work_units,3,57840.0000000000,0.0000000000,478.7311940336,12.0000000000,0.0222785229,57840.0000000000,0.0000000000,0.0021597334
matching_users,20,Hybrid-Score-Greedy(alpha=0.25),matching_work_units,3,30937.6537429460,0.0000000000,497.6324894482,12.0000000000,0.0308004657,30937.6537429460,0.0000000000,0.0012013667
matching_users,20,LP-Relax+Projection,matching_work_units,3,3120.0000000000,0.0000000000,478.7311940336,12.0000000000,0.0222785229,3120.0000000000,0.0000000000,0.0029758333
matching_users,20,Paper-Hungarian,matching_work_units,3,3120.0000000000,0.0000000000,478.7311940336,12.0000000000,0.0222785229,3120.0000000000,0.0000000000,0.0000718667
matching_users,20,Paper-OptUser-RandomRB,matching_work_units,3,240.0000000000,0.0000000000,1110.4003685093,9.3333333333,0.0522611642,240.0000000000,0.0000000000,0.0000887667
matching_users,20,Paper-RandomUserRB,matching_work_units,3,240.0000000000,0.0000000000,940.5262926787,11.6666666667,0.1258294527,240.0000000000,0.0000000000,0.0000394333
matching_users,20,Paper-Wireless-PER,matching_work_units,3,3120.0000000000,0.0000000000,885.2212587179,12.0000000000,0.0114125743,3120.0000000000,0.0000000000,0.0000295000
matching_users,20,Soft-Entropy-KKT(tau=1),matching_work_units,3,1024240.0000000000,0.0000000000,483.9581406036,12.0000000000,0.0253953244,1024240.0000000000,0.9999997158,0.0070324999
