scenario,x_value,seed,users,rbs,method,objective,objective_gap_pct,selected_users,expected_successful_samples,mean_packet_error,convergence_gap,fl_quality,runtime_seconds
users,30,13031,30,12,Entropy-Relax(tau=0.1)+Projection,1701.5982680751,24.1913824574,12,1331.4017319249,0.0337943738,1701.5982680751,0.4389718866,0.0029922000
users,30,13031,30,12,Entropy-Relax(tau=0.3)+Greedy,1562.8079421227,14.0617515245,12,1470.1920578773,0.0352651176,1562.8079421227,0.4847319676,0.0046465000
users,30,13031,30,12,Entropy-Relax(tau=0.3)+Projection,1695.5553472236,23.7503390521,12,1337.4446527764,0.0343064451,1695.5553472236,0.4409642772,0.0058703000
users,30,13031,30,12,Entropy-Relax(tau=0.8)+Greedy,1555.5424563145,13.5314790485,12,1477.4575436855,0.0436479416,1555.5424563145,0.4871274460,0.0032459000
users,30,13031,30,12,Entropy-Relax(tau=0.8)+Projection,1515.2318259072,10.5894021717,12,1517.7681740928,0.0296823616,1515.2318259072,0.5004181253,0.0038310001
users,30,13031,30,12,Hybrid-Score-Greedy(alpha=0.25),1374.5903930083,0.3246679450,12,1658.4096069917,0.0179688497,1374.5903930083,0.5467885285,0.0064275999
users,30,13032,30,12,Hungarian,1274.1053814870,0.0000000000,12,1977.8946185130,0.0203864123,1274.1053814870,0.6082086773,0.0000757000
users,30,13032,30,12,Greedy-Cost,1303.1863506170,2.2824618397,12,1948.8136493830,0.0316365932,1303.1863506170,0.5992661898,0.0001411000
users,30,13032,30,12,LP-Relax+Projection,1274.1053814870,0.0000000000,12,1977.8946185130,0.0203864123,1274.1053814870,0.6082086773,0.0040150001
users,30,13032,30,12,Entropy-Relax(tau=0.1)+Greedy,1560.2257832130,22.4565727359,12,1691.7742167870,0.0325753416,1560.2257832130,0.5202257739,0.0030783000
users,30,13032,30,12,Entropy-Relax(tau=0.1)+Projection,1590.8157601141,24.8574712288,12,1661.1842398859,0.0291814351,1590.8157601141,0.5108192620,0.0031594001
users,30,13032,30,12,Entropy-Relax(tau=0.3)+Greedy,1610.7124029477,26.4190879618,12,1641.2875970523,0.0415856987,1610.7124029477,0.5047009831,0.0094476000
users,30,13032,30,12,Entropy-Relax(tau=0.3)+Projection,1599.8722071441,25.5682795466,12,1652.1277928559,0.0319486869,1599.8722071441,0.5080343766,0.0062956001
users,30,13032,30,12,Entropy-Relax(tau=0.8)+Greedy,1639.3707899475,28.6683828330,12,1612.6292100525,0.0420102393,1639.3707899475,0.4958884410,0.0093672000
users,30,13032,30,12,Entropy-Relax(tau=0.8)+Projection,1626.2788678006,27.6408444255,12,1625.7211321994,0.0362576738,1626.2788678006,0.4999142473,0.0042140001
users,30,13032,30,12,Hybrid-Score-Greedy(alpha=0.25),1274.1053814870,0.0000000000,12,1977.8946185130,0.0203864123,1274.1053814870,0.6082086773,0.0033070000
users,30,13033,30,12,Hungarian,1465.6172858065,0.0000000000,12,1996.3827141935,0.0283184677,1465.6172858065,0.5766558966,0.0000687001
users,30,13033,30,12,Greedy-Cost,1484.1324067094,1.2632984806,12,1977.8675932906,0.0382989313,1484.1324067094,0.5713077970,0.0002043000
users,30,13033,30,12,LP-Relax+Projection,1465.6172858065,0.0000000000,12,1996.3827141935,0.0283184677,1465.6172858065,0.5766558966,0.0043951001
users,30,13033,30,12,Entropy-Relax(tau=0.1)+Greedy,1765.9596788794,20.4925525907,12,1696.0403211206,0.0378034208,1765.9596788794,0.4899018836,0.0077146001
users,30,13033,30,12,Entropy-Relax(tau=0.1)+Projection,1854.2626792076,26.5175224914,12,1607.7373207924,0.0374830087,1854.2626792076,0.4643955288,0.0037067001
users,30,13033,30,12,Entropy-Relax(tau=0.3)+Greedy,1734.3864821980,18.3382932908,12,1727.6135178020,0.0378944623,1734.3864821980,0.4990218133,0.0035204000
users,30,13033,30,12,Entropy-Relax(tau=0.3)+Projection,1734.0769888982,18.3171763660,12,1727.9230111018,0.0377554315,1734.0769888982,0.4991112106,0.0047153999
users,30,13033,30,12,Entropy-Relax(tau=0.8)+Greedy,1752.8391486199,19.5973304624,12,1709.1608513801,0.0401739324,1752.8391486199,0.4936917537,0.0046925000
users,30,13033,30,12,Entropy-Relax(tau=0.8)+Projection,1839.6069356517,25.5175517829,12,1622.3930643483,0.0347674725,1839.6069356517,0.4686288459,0.0048391001
users,30,13033,30,12,Hybrid-Score-Greedy(alpha=0.25),1488.2571409612,1.5447317232,12,1973.7428590388,0.0324901037,1488.2571409612,0.5701163660,0.0015936999
users,30,13034,30,12,Hungarian,1298.1779215560,0.0000000000,12,1831.8220784440,0.0182418947,1298.1779215560,0.5852466704,0.0000702000
users,30,13034,30,12,Greedy-Cost,1322.8161345442,1.8979072575,12,1807.1838654558,0.0299852841,1322.8161345442,0.5773750369,0.0001226000
users,30,13034,30,12,LP-Relax+Projection,1298.1779215560,0.0000000000,12,1831.8220784440,0.0182418947,1298.1779215560,0.5852466704,0.0033885001
users,30,13034,30,12,Entropy-Relax(tau=0.1)+Greedy,1415.6236938653,9.0469704005,12,1714.3763061347,0.0210130893,1415.6236938653,0.5477240595,0.0030219000
users,30,13034,30,12,Entropy-Relax(tau=0.1)+Projection,1379.7619087224,6.2844996677,12,1750.2380912776,0.0205392832,1379.7619087224,0.5591814988,0.0055292000
users,30,13034,30,12,Entropy-Relax(tau=0.3)+Greedy,1387.7128137286,6.8969661774,12,1742.2871862714,0.0253518700,1387.7128137286,0.5566412736,0.0052299000
users,30,13034,30,12,Entropy-Relax(tau=0.3)+Projection,1379.7619087224,6.2844996677,12,1750.2380912776,0.0205392832,1379.7619087224,0.5591814988,0.0065105000
users,30,13034,30,12,Entropy-Relax(tau=0.8)+Greedy,1390.8889065664,7.1416239231,12,1739.1110934336,0.0263157640,1390.8889065664,0.5556265474,0.0074711000
users,30,13034,30,12,Entropy-Relax(tau=0.8)+Projection,1379.7619087224,6.2844996677,12,1750.2380912776,0.0205392832,1379.7619087224,0.5591814988,0.0034245000
users,30,13034,30,12,Hybrid-Score-Greedy(alpha=0.25),1303.7481120563,0.4290775870,12,1826.2518879437,0.0220192597,1303.7481120563,0.5834670569,0.0036096000
users,50,15050,50,12,Hungarian,3060.4231864970,0.0000000000,12,2161.5768135030,0.0266635641,3060.4231864970,0.4139365786,0.0000745001
users,50,15050,50,12,Greedy-Cost,3083.3027171945,0.7475936922,12,2138.6972828055,0.0350938996,3083.3027171945,0.4095552054,0.0001783000
users,50,15050,50,12,LP-Relax+Projection,3060.4231864970,0.0000000000,12,2161.5768135030,0.0266635641,3060.4231864970,0.4139365786,0.0046790000
users,50,15050,50,12,Entropy-Relax(tau=0.1)+Greedy,3422.2641013531,11.8232313901,12,1799.7358986469,0.0430402637,3422.2641013531,0.3446449442,0.0035658000
users,50,15050,50,12,Entropy-Relax(tau=0.1)+Projection,3422.2641013531,11.8232313901,12,1799.7358986469,0.0430402637,3422.2641013531,0.3446449442,0.0110383000
users,50,15050,50,12,Entropy-Relax(tau=0.3)+Greedy,3418.7599787402,11.7087334139,12,1803.2400212598,0.0461248360,3418.7599787402,0.3453159750,0.0063149000
users,50,15050,50,12,Entropy-Relax(tau=0.3)+Projection,3500.3369687200,14.3742794841,12,1721.6630312800,0.0456493644,3500.3369687200,0.3296941845,0.0066174000
users,50,15050,50,12,Entropy-Relax(tau=0.8)+Greedy,3354.6941911011,9.6153697274,12,1867.3058088989,0.0507421176,3354.6941911011,0.3575844138,0.0112630001
users,50,15050,50,12,Entropy-Relax(tau=0.8)+Projection,3498.2094543244,14.3047624838,12,1723.7905456756,0.0432354035,3498.2094543244,0.3301015982,0.0099553000
users,50,15050,50,12,Hybrid-Score-Greedy(alpha=0.25),3063.9185734875,0.1142125379,12,2158.0814265125,0.0294506530,3063.9185734875,0.4132672207,0.0034045000
users,50,15051,50,12,Hungarian,3239.9713371940,0.0000000000,12,2175.0286628060,0.0245336678,3239.9713371940,0.4016673431,0.0000686001
users,50,15051,50,12,Greedy-Cost,3249.3845153515,0.2905327603,12,2165.6154846485,0.0199171495,3249.3845153515,0.3999289907,0.0001725000
users,50,15051,50,12,LP-Relax+Projection,3239.9713371940,0.0000000000,12,2175.0286628060,0.0245336678,3239.9713371940,0.4016673431,0.0054031999
users,50,15051,50,12,Entropy-Relax(tau=0.1)+Greedy,3728.8113944062,15.0877895616,12,1686.1886055938,0.0302140171,3728.8113944062,0.3113921709,0.0055967000
users,50,15051,50,12,Entropy-Relax(tau=0.1)+Projection,3752.1602749090,15.8084403968,12,1662.8397250910,0.0239960430,3752.1602749090,0.3070802816,0.0035504000
users,50,15051,50,12,Entropy-Relax(tau=0.3)+Greedy,3690.6194883791,13.9090166018,12,1724.3805116209,0.0341444364,3690.6194883791,0.3184451545,0.0040703000
users,50,15051,50,12,Entropy-Relax(tau=0.3)+Projection,3726.9458280970,15.0302098452,12,1688.0541719030,0.0324211321,3726.9458280970,0.3117366892,0.0135035000
users,50,15051,50,12,Entropy-Relax(tau=0.8)+Greedy,3717.0012080319,14.7232744118,12,1697.9987919681,0.0310203223,3717.0012080319,0.3135731841,0.0047486000
users,50,15051,50,12,Entropy-Relax(tau=0.8)+Projection,3711.7871831454,14.5623462941,12,1703.2128168546,0.0360233111,3711.7871831454,0.3145360696,0.0097755999
users,50,15051,50,12,Hybrid-Score-Greedy(alpha=0.25),3245.7516121074,0.1784051250,12,2169.2483878926,0.0247010800,3245.7516121074,0.4005998870,0.0024937000
users,50,15052,50,12,Hungarian,3397.8737775727,0.0000000000,12,2018.1262224273,0.0174235769,3397.8737775727,0.3726230100,0.0000734001
users,50,15052,50,12,Greedy-Cost,3405.4635483494,0.2233682377,12,2010.5364516506,0.0187228634,3405.4635483494,0.3712216491,0.0001836000
users,50,15052,50,12,LP-Relax+Projection,3397.8737775727,0.0000000000,12,2018.1262224273,0.0174235769,3397.8737775727,0.3726230100,0.0047907000
users,50,15052,50,12,Entropy-Relax(tau=0.1)+Greedy,3862.3193441751,13.6687115828,12,1553.6806558249,0.0236570402,3862.3193441751,0.2868686588,0.0049686000
users,50,15052,50,12,Entropy-Relax(tau=0.1)+Projection,3895.1203757415,14.6340514898,12,1520.8796242585,0.0218586858,3895.1203757415,0.2808123383,0.0063202000
users,50,15052,50,12,Entropy-Relax(tau=0.3)+Greedy,3898.8296838169,14.7432170539,12,1517.1703161831,0.0234035084,3898.8296838169,0.2801274587,0.0074477000
users,50,15052,50,12,Entropy-Relax(tau=0.3)+Projection,3895.1203757415,14.6340514898,12,1520.8796242585,0.0218586858,3895.1203757415,0.2808123383,0.0106689000
users,50,15052,50,12,Entropy-Relax(tau=0.8)+Greedy,4082.9345541872,20.1614545289,12,1333.0654458128,0.0271113242,4082.9345541872,0.2461346835,0.0124265000
users,50,15052,50,12,Entropy-Relax(tau=0.8)+Projection,4033.5044319003,18.7067176692,12,1382.4955680997,0.0261116324,4033.5044319003,0.2552613678,0.0071910000
users,50,15052,50,12,Hybrid-Score-Greedy(alpha=0.25),3412.0007114700,0.4157580541,12,2003.9992885300,0.0203173624,3412.0007114700,0.3700146397,0.0018687999
users,50,15053,50,12,Hungarian,3677.3967290186,0.0000000000,12,2137.6032709814,0.0190848081,3677.3967290186,0.3676015943,0.0002925000
users,50,15053,50,12,Greedy-Cost,3694.8979169182,0.4759124236,12,2120.1020830818,0.0294996442,3694.8979169182,0.3645919317,0.0008009000
users,50,15053,50,12,LP-Relax+Projection,3677.3967290186,0.0000000000,12,2137.6032709814,0.0190848081,3677.3967290186,0.3676015943,0.0202103000
users,50,15053,50,12,Entropy-Relax(tau=0.1)+Greedy,3872.4027236124,5.3028272162,12,1942.5972763876,0.0264325072,3872.4027236124,0.3340665996,0.0052878000
users,50,15053,50,12,Entropy-Relax(tau=0.1)+Projection,3872.4027236124,5.3028272162,12,1942.5972763876,0.0264325072,3872.4027236124,0.3340665996,0.0087618999
users,50,15053,50,12,Entropy-Relax(tau=0.3)+Greedy,4052.2119303625,10.1924059046,12,1762.7880696375,0.0345874772,4052.2119303625,0.3031449819,0.0070809000
users,50,15053,50,12,Entropy-Relax(tau=0.3)+Projection,3872.4027236124,5.3028272162,12,1942.5972763876,0.0264325072,3872.4027236124,0.3340665996,0.0065565000
users,50,15053,50,12,Entropy-Relax(tau=0.8)+Greedy,3930.9943691026,6.8961186070,12,1884.0056308974,0.0338999542,3930.9943691026,0.3239906502,0.0059228000
users,50,15053,50,12,Entropy-Relax(tau=0.8)+Projection,3920.3597659161,6.6069302499,12,1894.6402340839,0.0286559910,3920.3597659161,0.3258194728,0.0041258001
users,50,15053,50,12,Hybrid-Score-Greedy(alpha=0.25),3705.8106544485,0.7726641296,12,2109.1893455515,0.0252151033,3705.8106544485,0.3627152787,0.0034018999
users,50,15054,50,12,Hungarian,3103.3358576417,0.0000000000,12,2036.6641423583,0.0129209465,3103.3358576417,0.3962381600,0.0001296999
users,50,15054,50,12,Greedy-Cost,3138.2883527019,1.1262878613,12,2001.7116472981,0.0167954819,3138.2883527019,0.3894380637,0.0002307000
users,50,15054,50,12,LP-Relax+Projection,3103.3358576417,0.0000000000,12,2036.6641423583,0.0129209465,3103.3358576417,0.3962381600,0.0082157000
users,50,15054,50,12,Entropy-Relax(tau=0.1)+Greedy,3617.3170399581,16.5622158185,12,1522.6829600419,0.0310824027,3617.3170399581,0.2962418210,0.0098013000
users,50,15054,50,12,Entropy-Relax(tau=0.1)+Projection,3660.0153850390,17.9381012218,12,1479.9846149610,0.0339436088,3660.0153850390,0.2879347500,0.0068514000
users,50,15054,50,12,Entropy-Relax(tau=0.3)+Greedy,3748.2648603966,20.7817984369,12,1391.7351396034,0.0502062008,3748.2648603966,0.2707655914,0.0036535000
users,50,15054,50,12,Entropy-Relax(tau=0.3)+Projection,3725.6309839453,20.0524582208,12,1414.3690160547,0.0428448156,3725.6309839453,0.2751690693,0.0046754000
users,50,15054,50,12,Entropy-Relax(tau=0.8)+Greedy,3721.8434714257,19.9304117297,12,1418.1565285743,0.0512691549,3721.8434714257,0.2759059394,0.0149251000
users,50,15054,50,12,Entropy-Relax(tau=0.8)+Projection,3850.3828038223,24.0723846999,12,1289.6171961777,0.0483391311,3850.3828038223,0.2508982872,0.0127517000
users,50,15054,50,12,Hybrid-Score-Greedy(alpha=0.25),3108.5673773944,0.1685772985,12,2031.4326226056,0.0169506343,3108.5673773944,0.3952203546,0.0077512000
users,80,18080,80,12,Hungarian,6698.4168428389,0.0000000000,12,2217.5831571611,0.0299191999,6698.4168428389,0.2487195107,0.0002856001
users,80,18080,80,12,Greedy-Cost,6728.0014543025,0.4416657273,12,2187.9985456975,0.0353002683,6728.0014543025,0.2454013622,0.0007298001
users,80,18080,80,12,LP-Relax+Projection,6698.4168428389,0.0000000000,12,2217.5831571611,0.0299191999,6698.4168428389,0.2487195107,0.0205069000
users,80,18080,80,12,Entropy-Relax(tau=0.1)+Greedy,7064.3906413591,5.4635865027,12,1851.6093586409,0.0312744618,7064.3906413591,0.2076726513,0.0074561001
users,80,18080,80,12,Entropy-Relax(tau=0.1)+Projection,7064.3906413591,5.4635865027,12,1851.6093586409,0.0312744618,7064.3906413591,0.2076726513,0.0083887000
users,80,18080,80,12,Entropy-Relax(tau=0.3)+Greedy,7000.1493589756,4.5045347761,12,1915.8506410244,0.0425179032,7000.1493589756,0.2148778198,0.0069804000
users,80,18080,80,12,Entropy-Relax(tau=0.3)+Projection,7015.8438665930,4.7388365221,12,1900.1561334070,0.0446801385,7015.8438665930,0.2131175565,0.0131825000
users,80,18080,80,12,Entropy-Relax(tau=0.8)+Greedy,6994.4051095082,4.4187794462,12,1921.5948904918,0.0488686868,6994.4051095082,0.2155220828,0.0111815000
users,80,18080,80,12,Entropy-Relax(tau=0.8)+Projection,7028.4653661942,4.9272616366,12,1887.5346338058,0.0439029944,7028.4653661942,0.2117019553,0.0096705999
users,80,18080,80,12,Hybrid-Score-Greedy(alpha=0.25),6698.4168428389,0.0000000000,12,2217.5831571611,0.0299191999,6698.4168428389,0.2487195107,0.0031695000
users,80,18081,80,12,Hungarian,7651.5135032823,0.0000000000,12,2205.4864967177,0.0223017003,7651.5135032823,0.2237482496,0.0001386000
users,80,18081,80,12,Greedy-Cost,7665.4776002319,0.1825011084,12,2191.5223997681,0.0235054499,7665.4776002319,0.2223315816,0.0014397000
users,80,18081,80,12,LP-Relax+Projection,7651.5135032823,0.0000000000,12,2205.4864967177,0.0223017003,7651.5135032823,0.2237482496,0.0128140000
users,80,18081,80,12,Entropy-Relax(tau=0.1)+Greedy,7981.2981764934,4.3100580437,12,1875.7018235066,0.0315827797,7981.2981764934,0.1902913486,0.0058679000
users,80,18081,80,12,Entropy-Relax(tau=0.1)+Projection,8010.4167605687,4.6906178383,12,1846.5832394313,0.0274972587,8010.4167605687,0.1873372466,0.0039801999
users,80,18081,80,12,Entropy-Relax(tau=0.3)+Greedy,7982.8821025063,4.3307588634,12,1874.1178974937,0.0310376377,7982.8821025063,0.1901306582,0.0068068000
users,80,18081,80,12,Entropy-Relax(tau=0.3)+Projection,7993.7482017876,4.4727712806,12,1863.2517982124,0.0310523865,7993.7482017876,0.1890282843,0.0070110000
users,80,18081,80,12,Entropy-Relax(tau=0.8)+Greedy,8125.2496223277,6.1914040777,12,1731.7503776723,0.0454804361,8125.2496223277,0.1756873671,0.0058949000
users,80,18081,80,12,Entropy-Relax(tau=0.8)+Projection,8156.8302057504,6.6041405044,12,1700.1697942496,0.0386593122,8156.8302057504,0.1724834934,0.0069851001
users,80,18081,80,12,Hybrid-Score-Greedy(alpha=0.25),7660.7985613044,0.1213492993,12,2196.2014386956,0.0209515346,7660.7985613044,0.2228062736,0.0023950001
users,80,18082,80,12,Hungarian,6212.8859445530,0.0000000000,12,2217.1140554470,0.0194105634,6212.8859445530,0.2630028536,0.0000962000
users,80,18082,80,12,Greedy-Cost,6228.7833642635,0.2558781837,12,2201.2166357365,0.0265878854,6228.7833642635,0.2611170386,0.0003242000
users,80,18082,80,12,LP-Relax+Projection,6212.8859445530,0.0000000000,12,2217.1140554470,0.0194105634,6212.8859445530,0.2630028536,0.0098636999
users,80,18082,80,12,Entropy-Relax(tau=0.1)+Greedy,6534.2863331741,5.1731255247,12,1895.7136668259,0.0244758599,6534.2863331741,0.2248770661,0.0043956001
users,80,18082,80,12,Entropy-Relax(tau=0.1)+Projection,6534.2863331741,5.1731255247,12,1895.7136668259,0.0244758599,6534.2863331741,0.2248770661,0.0039137000
users,80,18082,80,12,Entropy-Relax(tau=0.3)+Greedy,6543.5753202462,5.3226371552,12,1886.4246797538,0.0300918978,6543.5753202462,0.2237751696,0.0085797000
users,80,18082,80,12,Entropy-Relax(tau=0.3)+Projection,6558.0576476265,5.5557386077,12,1871.9423523735,0.0274106627,6558.0576476265,0.2220572185,0.0126337000
users,80,18082,80,12,Entropy-Relax(tau=0.8)+Greedy,6635.5239184166,6.8026031322,12,1794.4760815834,0.0566853572,6635.5239184166,0.2128678626,0.0155502000
users,80,18082,80,12,Entropy-Relax(tau=0.8)+Projection,6672.8769508928,7.4038218381,12,1757.1230491072,0.0316254050,6672.8769508928,0.2084368979,0.0047431000
users,80,18082,80,12,Hybrid-Score-Greedy(alpha=0.25),6215.9851049939,0.0498827834,12,2214.0148950061,0.0210255246,6215.9851049939,0.2626352189,0.0032903000
users,80,18083,80,12,Hungarian,6833.6491219482,0.0000000000,12,2248.3508780518,0.0120719149,6833.6491219482,0.2475612066,0.0000938000
users,80,18083,80,12,Greedy-Cost,6863.0996368073,0.4309632282,12,2218.9003631927,0.0255481345,6863.0996368073,0.2443184721,0.0002774999
users,80,18083,80,12,LP-Relax+Projection,6833.6491219482,0.0000000000,12,2248.3508780518,0.0120719149,6833.6491219482,0.2475612066,0.0086777000
users,80,18083,80,12,Entropy-Relax(tau=0.1)+Greedy,7195.2442371581,5.2913913014,12,1886.7557628419,0.0328722523,7195.2442371581,0.2077467257,0.0052270000
users,80,18083,80,12,Entropy-Relax(tau=0.1)+Projection,7206.4945055298,5.4560217671,12,1875.5054944702,0.0325912776,7206.4945055298,0.2065079822,0.0051433000
users,80,18083,80,12,Entropy-Relax(tau=0.3)+Greedy,7335.1521544076,7.3387296232,12,1746.8478455924,0.0374165158,7335.1521544076,0.1923417579,0.0051248000
users,80,18083,80,12,Entropy-Relax(tau=0.3)+Projection,7367.6143406079,7.8137640539,12,1714.3856593921,0.0361546155,7367.6143406079,0.1887674146,0.0056583000
users,80,18083,80,12,Entropy-Relax(tau=0.8)+Greedy,7313.4400298235,7.0210058976,12,1768.5599701765,0.0500282555,7313.4400298235,0.1947324345,0.0071859000
users,80,18083,80,12,Entropy-Relax(tau=0.8)+Projection,7279.2897802747,6.5212692424,12,1802.7102197253,0.0303249123,7279.2897802747,0.1984926470,0.0044380000
users,80,18083,80,12,Hybrid-Score-Greedy(alpha=0.25),6834.9926432823,0.0196603793,12,2247.0073567177,0.0126323161,6834.9926432823,0.2474132742,0.0024785000
users,80,18084,80,12,Hungarian,6425.1831590874,0.0000000000,12,2116.8168409126,0.0153380159,6425.1831590874,0.2478127887,0.0000774000
users,80,18084,80,12,Greedy-Cost,6449.1844490508,0.3735502844,12,2092.8155509492,0.0185618365,6449.1844490508,0.2450029912,0.0002996000
users,80,18084,80,12,LP-Relax+Projection,6425.1831590874,0.0000000000,12,2116.8168409126,0.0153380159,6425.1831590874,0.2478127887,0.0085720000
users,80,18084,80,12,Entropy-Relax(tau=0.1)+Greedy,7009.1184037531,9.0882272179,12,1532.8815962469,0.0389630056,7009.1184037531,0.1794523058,0.0070089999
users,80,18084,80,12,Entropy-Relax(tau=0.1)+Projection,6950.9175845692,8.1824037146,12,1591.0824154308,0.0353264554,6950.9175845692,0.1862657944,0.0056372000
users,80,18084,80,12,Entropy-Relax(tau=0.3)+Greedy,7055.0208181645,9.8026413175,12,1486.9791818355,0.0475783732,7055.0208181645,0.1740785743,0.0059040000
users,80,18084,80,12,Entropy-Relax(tau=0.3)+Projection,7058.9224513649,9.8633653950,12,1483.0775486351,0.0491565201,7058.9224513649,0.1736218156,0.0052646000
users,80,18084,80,12,Entropy-Relax(tau=0.8)+Greedy,7177.9734967900,11.7162471336,12,1364.0265032100,0.0510180270,7177.9734967900,0.1596846761,0.0046518000
users,80,18084,80,12,Entropy-Relax(tau=0.8)+Projection,7173.5336275781,11.6471460807,12,1368.4663724219,0.0456532937,7173.5336275781,0.1602044454,0.0056474999
users,80,18084,80,12,Hybrid-Score-Greedy(alpha=0.25),6439.5617647278,0.2237851480,12,2102.4382352722,0.0201770343,6439.5617647278,0.2461295054,0.0026689001
rbs,5,20505,15,5,Hungarian,1155.9037044361,0.0000000000,5,826.0962955639,0.0310911693,1155.9037044361,0.4167993419,0.0000386999
rbs,5,20505,15,5,Greedy-Cost,1162.3951879830,0.5615938008,5,819.6048120170,0.0390025146,1162.3951879830,0.4135241231,0.0000463000
rbs,5,20505,15,5,LP-Relax+Projection,1155.9037044361,0.0000000000,5,826.0962955639,0.0310911693,1155.9037044361,0.4167993419,0.0023409000
rbs,5,20505,15,5,Entropy-Relax(tau=0.1)+Greedy,1409.7985511894,21.9650517408,5,572.2014488106,0.0396723245,1409.7985511894,0.2886990155,0.0032783000
rbs,5,20505,15,5,Entropy-Relax(tau=0.1)+Projection,1409.7985511894,21.9650517408,5,572.2014488106,0.0396723245,1409.7985511894,0.2886990155,0.0032996000
rbs,5,20505,15,5,Entropy-Relax(tau=0.3)+Greedy,1269.3488778958,9.8144138672,5,712.6511221042,0.0536156470,1269.3488778958,0.3595616156,0.0026215999
rbs,5,20505,15,5,Entropy-Relax(tau=0.3)+Projection,1282.1755576623,10.9240806775,5,699.8244423377,0.0572656885,1282.1755576623,0.3530900315,0.0032516000
rbs,5,20505,15,5,Entropy-Relax(tau=0.8)+Greedy,1269.3488778958,9.8144138672,5,712.6511221042,0.0536156470,1269.3488778958,0.3595616156,0.0025340000
rbs,5,20505,15,5,Entropy-Relax(tau=0.8)+Projection,1282.1755576623,10.9240806775,5,699.8244423377,0.0572656885,1282.1755576623,0.3530900315,0.0045160000
rbs,5,20505,15,5,Hybrid-Score-Greedy(alpha=0.25),1167.5541085087,1.0079043806,5,814.4458914913,0.0329445776,1167.5541085087,0.4109212369,0.0018154000
rbs,5,20506,15,5,Hungarian,889.1650317628,0.0000000000,5,827.8349682372,0.0430929270,889.1650317628,0.4821403426,0.0000410000
rbs,5,20506,15,5,Greedy-Cost,905.3114969287,1.8159131982,5,811.6885030713,0.0331786955,905.3114969287,0.4727364607,0.0000436000
rbs,5,20506,15,5,LP-Relax+Projection,889.1650317628,0.0000000000,5,827.8349682372,0.0430929270,889.1650317628,0.4821403426,0.0020988000
rbs,5,20506,15,5,Entropy-Relax(tau=0.1)+Greedy,1089.1358700046,22.4897326254,5,627.8641299954,0.0683628084,1089.1358700046,0.3656750903,0.0032553000
rbs,5,20506,15,5,Entropy-Relax(tau=0.1)+Projection,1089.1358700046,22.4897326254,5,627.8641299954,0.0683628084,1089.1358700046,0.3656750903,0.0047398000
rbs,5,20506,15,5,Entropy-Relax(tau=0.3)+Greedy,931.1860631348,4.7258978784,5,785.8139368652,0.0578664483,931.1860631348,0.4576668240,0.0042445000
rbs,5,20506,15,5,Entropy-Relax(tau=0.3)+Projection,931.1860631348,4.7258978784,5,785.8139368652,0.0578664483,931.1860631348,0.4576668240,0.0034900000
rbs,5,20506,15,5,Entropy-Relax(tau=0.8)+Greedy,911.8030798902,2.5459894754,5,805.1969201098,0.0628124211,911.8030798902,0.4689556902,0.0032421000
rbs,5,20506,15,5,Entropy-Relax(tau=0.8)+Projection,911.8030798902,2.5459894754,5,805.1969201098,0.0628124211,911.8030798902,0.4689556902,0.0045017999
rbs,5,20506,15,5,Hybrid-Score-Greedy(alpha=0.25),889.1650317628,0.0000000000,5,827.8349682372,0.0430929270,889.1650317628,0.4821403426,0.0013103001
rbs,5,20507,15,5,Hungarian,782.9103359791,0.0000000000,5,802.0896640209,0.0181629915,782.9103359791,0.5060502612,0.0000509000
rbs,5,20507,15,5,Greedy-Cost,788.1374031434,0.6676456963,5,796.8625968566,0.0201548720,788.1374031434,0.5027524270,0.0000589000
rbs,5,20507,15,5,LP-Relax+Projection,782.9103359791,0.0000000000,5,802.0896640209,0.0181629915,782.9103359791,0.5060502612,0.0028757000
rbs,5,20507,15,5,Entropy-Relax(tau=0.1)+Greedy,1009.1795334282,28.9010359234,5,575.8204665718,0.0319570019,1009.1795334282,0.3632936698,0.0041506999
rbs,5,20507,15,5,Entropy-Relax(tau=0.1)+Projection,1009.1795334282,28.9010359234,5,575.8204665718,0.0319570019,1009.1795334282,0.3632936698,0.0039832001
rbs,5,20507,15,5,Entropy-Relax(tau=0.3)+Greedy,924.6187346963,18.1002079299,5,660.3812653037,0.0292227409,924.6187346963,0.4166443314,0.0052029000
rbs,5,20507,15,5,Entropy-Relax(tau=0.3)+Projection,966.8757566116,23.4976359588,5,618.1242433884,0.0169388661,966.8757566116,0.3899837498,0.0061943999
rbs,5,20507,15,5,Entropy-Relax(tau=0.8)+Greedy,969.3443986053,23.8129520149,5,615.6556013947,0.0205401149,969.3443986053,0.3884262469,0.0078911000
rbs,5,20507,15,5,Entropy-Relax(tau=0.8)+Projection,966.8757566116,23.4976359588,5,618.1242433884,0.0169388661,966.8757566116,0.3899837498,0.0072935000
rbs,5,20507,15,5,Hybrid-Score-Greedy(alpha=0.25),788.9375342753,0.7698452836,5,796.0624657247,0.0268012862,788.9375342753,0.5022476124,0.0025242000
rbs,5,20508,15,5,Hungarian,860.2077002188,0.0000000000,5,749.7922997812,0.0697673656,860.2077002188,0.4657095030,0.0000503999
rbs,5,20508,15,5,Greedy-Cost,875.7480432775,1.8065803241,5,734.2519567225,0.0903395378,875.7480432775,0.4560571160,0.0000503000
